date,total,domestic,overseas,death,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
2022-09-18,34728,34493,235,46,5963,1593,2020,2075,1108,1004,653,290,9010,1083,1253,1506,1362,1078,2174,2250,270
2022-09-19,19378,19101,277,39,3197,638,942,1376,550,606,293,208,5745,648,680,917,605,586,1084,1026,222
2022-09-20,47879,47568,311,24,9728,2406,2612,3070,1061,1507,678,420,13305,1397,1415,2019,1624,1409,2079,2866,268
2022-09-21,41251,40931,320,57,7351,1798,2132,2492,1299,1161,737,319,11593,1344,1455,1698,1495,1165,2536,2300,354
2022-09-22,32986,32732,254,58,6149,1521,1826,2069,897,954,532,251,9078,1017,1157,1363,1081,1073,1751,1982,264
2022-09-23,29083,28785,298,68,5617,1274,1436,1770,776,804,461,256,8181,943,978,1208,999,874,1627,1641,206
2022-09-24,29324,29029,295,63,5643,1257,1592,1778,746,814,462,231,8129,870,981,1266,950,889,1648,1768,267
2022-09-25,25757,25515,242,72,4881,1155,1254,1703,640,723,451,195,7079,707,906,1052,932,745,1573,1535,194
2022-09-26,14149,13935,214,33,2332,472,842,923,466,406,214,134,4166,539,471,579,448,443,786,740,153
2022-09-27,39391,39090,301,26,8542,1886,2056,2479,830,1132,564,332,11383,1167,1154,1542,1111,1117,1648,2214,190
2022-09-28,36119,35745,374,45,7110,1621,1664,2085,1020,1014,621,298,10284,1313,1202,1483,1179,998,2036,1939,235
2022-09-29,30845,30600,245,46,6259,1416,1452,1855,747,816,498,233,8820,1080,990,1235,988,909,1532,1738,251
2022-09-30,28484,28211,273,41,5790,1267,1598,1746,650,732,486,218,8167,923,947,1039,892,812,1452,1524,218
2022-10-01,26942,26646,296,38,5578,1315,1251,1566,618,751,454,222,7831,900,823,1045,795,720,1299,1531,208
2022-10-02,23572,23332,240,44,4786,1020,1017,1339,585,605,465,210,6838,679,791,977,769,686,1253,1364,171
2022-10-03,12141,12010,131,20,2023,431,772,785,250,337,189,111,3779,456,382,468,286,276,721,690,141
2022-10-04,16412,16306,106,19,3083,693,887,888,322,467,357,184,4791,541,499,665,521,427,909,975,144
2022-10-05,34716,34647,69,16,7664,1798,1596,2095,735,915,539,274,9832,1224,1088,1327,974,897,1603,1946,190
2022-10-06,28632,28550,82,28,5518,1314,1608,1603,681,742,579,221,7782,1125,1038,1050,928,692,1898,1567,258
2022-10-07,22279,22225,54,41,4316,1053,1470,1299,521,598,353,174,6144,799,777,803,698,566,1285,1226,179
2022-10-08,19419,19359,60,31,3958,949,1018,1061,474,503,365,149,5327,690,667,753,656,502,1109,1057,156
2022-10-09,17645,17584,61,29,3550,883,964,981,422,463,310,133,4669,542,639,700,577,491,1038,1107,150
2022-10-10,8968,8921,47,23,1491,316,473,570,233,275,187,77,2628,416,349,327,301,257,543,409,79
2022-10-11,15460,15365,95,10,3049,794,567,941,337,471,345,141,4394,480,519,635,488,467,732,915,123
2022-10-12,30509,30439,70,15,6792,1692,1632,1871,547,853,542,239,8490,1032,943,1030,882,731,1483,1544,179
2022-10-13,26925,26858,67,25,5243,1203,1250,1658,691,728,537,229,7432,1072,1038,966,822,646,1698,1416,271
2022-10-14,23571,23511,60,36,4830,1113,969,1409,515,735,488,172,6593,902,778,894,704,649,1461,1190,149
2022-10-15,22824,22771,53,24,4572,1177,1109,1395,546,701,461,179,6430,803,774,772,676,601,1324,1091,191
2022-10-16,21453,21366,87,32,4186,993,1052,1286,566,627,440,192,6091,737,649,842,672,544,1334,1036,160
2022-10-17,11021,10940,81,10,1915,407,464,716,258,350,210,98,3363,498,311,420,322,291,646,572,128
2022-10-18,33215,33128,87,5,7524,1783,1461,2179,674,986,617,248,9463,1070,935,1283,898,774,1504,1609,178
2022-10-19,29485,29413,72,42,5891,1411,1360,1814,678,827,575,208,8467,1244,936,1061,885,666,1827,1440,175
2022-10-20,25365,25312,53,23,5408,1096,1116,1542,670,761,505,175,7253,1009,731,946,708,602,1551,1121,142
2022-10-21,24725,24667,58,29,5053,1206,1245,1598,568,771,450,170,7074,940,769,914,704,589,1372,1115,162
2022-10-22,26890,26842,48,22,6011,1218,1000,1696,635,808,452,193,8050,960,740,911,735,677,1402,1222,167
2022-10-23,26233,26167,66,16,5170,1192,1204,1660,611,881,534,219,7594,834,711,1020,852,657,1614,1283,166
2022-10-24,14296,14242,54,10,2434,493,555,937,344,450,293,132,4597,563,514,574,362,365,862,645,147
2022-10-25,43734,43662,72,16,10055,2309,1829,2640,843,1442,771,439,12885,1344,1369,1646,1045,1027,1892,2030,141
2022-10-26,40811,40731,80,25,7901,1852,1956,2532,972,1163,791,363,12018,1657,1318,1567,1204,963,2369,1877,280
2022-10-27,34969,34914,55,26,6846,1744,1556,2217,895,1076,726,342,10257,1300,1074,1298,1003,812,1969,1654,178
2022-10-28,35912,35852,60,30,7477,1675,1604,2313,805,1035,704,309,10450,1394,1136,1405,1018,846,1833,1664,217
2022-10-29,37307,37251,56,31,7572,1893,1680,2324,874,1186,764,301,10995,1380,1209,1425,1028,938,1839,1666,209
2022-10-30,34490,34444,46,28,6703,1557,1703,2208,886,1035,637,329,9683,1273,1286,1396,1078,861,2048,1553,228
2022-10-31,18500,18444,56,17,3099,674,730,1188,455,573,396,179,5933,840,632,794,590,524,908,786,161
2022-11-01,58354,58286,68,31,13014,3032,2458,3744,1095,1966,970,517,17045,1981,1812,2236,1557,1537,2525,2608,225
2022-11-02,54729,54652,77,30,10933,2420,2420,3303,1326,1650,990,523,15964,2270,1984,2209,1607,1380,2997,2367,359
2022-11-03,46874,46819,55,41,9542,2216,1767,2870,1202,1509,787,419,13819,1827,1621,1759,1424,1063,2611,2134,281
2022-11-04,43430,43380,50,34,8672,2092,1953,2629,1046,1390,731,397,12701,1634,1490,1781,1290,1061,2361,1916,264
2022-11-05,40887,40831,56,40,8096,1974,1797,2409,975,1366,745,366,11756,1555,1407,1702,1227,1140,2243,1859,242
2022-11-06,36658,36592,66,18,7157,1648,1706,2059,945,1068,767,317,10428,1322,1422,1507,1252,920,2162,1695,237
2022-11-07,18661,18601,60,18,3317,569,646,1171,519,586,280,200,6273,821,636,729,482,440,1054,738,154
2022-11-08,62258,62206,52,29,14156,3172,2717,3900,1213,2231,993,657,18226,1989,1921,2577,1637,1463,2428,2687,266
2022-11-09,62459,62417,42,58,12479,2703,2704,3861,1577,1949,1189,465,18517,2445,2291,2553,1866,1538,3126,2831,349
2022-11-10,55343,55293,50,51,11069,2468,2508,3252,1458,1784,1017,520,16263,1912,1991,2221,1704,1419,2819,2546,364
2022-11-11,54495,54446,49,40,10897,2685,2373,3602,1286,1785,984,454,15803,1968,1840,2283,1650,1290,2694,2522,347
2022-11-12,54303,54245,58,45,10827,2759,2428,3236,1332,1898,1020,497,15278,1910,1856,2347,1704,1414,2704,2671,386
2022-11-13,48442,48389,53,48,9257,2365,2329,2846,1520,1632,963,445,13260,1570,1684,2060,1768,1319,2732,2321,326
2022-11-14,23747,23693,54,43,3645,949,1046,1406,692,902,465,187,7461,976,909,1066,633,591,1267,1277,235
2022-11-15,72859,72809,50,39,15536,4540,3252,4451,1575,2611,1302,634,20494,2131,2153,3079,2049,1801,3018,3901,309
2022-11-16,66562,66495,67,46,12474,3364,2936,3825,1937,2116,1273,527,19018,2471,2304,2733,2244,1772,3669,3412,455
2022-11-17,55410,55371,39,67,10840,2964,2395,3310,1537,1831,1134,450,15689,1820,1838,2555,1752,1359,2762,2780,370
2022-11-18,49391,49326,65,60,9733,2549,2182,2866,1387,1509,874,405,14062,1717,1643,2019,1657,1338,2603,2453,356
2022-11-19,50559,50509,50,64,10119,2784,2258,2879,1360,1627,937,392,14332,1688,1638,2179,1684,1241,2448,2630,340
2022-11-20,45994,45936,58,41,8800,2623,1770,2790,1475,1441,1077,432,12382,1350,1604,1955,1698,1276,2439,2486,354
2022-11-21,23072,23011,61,35,3821,1035,1311,1421,549,870,349,256,7064,909,684,958,583,566,1267,1130,245
2022-11-22,72852,72771,81,43,15610,4590,3523,4517,1516,2396,1234,580,20722,2017,2072,2931,2118,1885,2743,4028,329
2022-11-23,70295,70226,69,53,13493,4023,2990,3908,2177,2098,1420,541,19794,2313,2457,3072,2247,1871,3600,3815,444
2022-11-24,59063,59008,55,59,11447,3250,2720,3557,1684,1878,1117,424,16468,1830,1902,2478,1895,1680,2990,3350,363
2022-11-25,53681,53643,38,53,10677,3172,2302,3099,1661,1765,903,444,14782,1744,1632,2209,1709,1476,2821,2913,351
2022-11-26,52773,52711,62,51,10157,2992,2494,3133,1604,1617,986,375,14712,1635,1767,2341,1676,1472,2626,2848,314
2022-11-27,47006,46936,70,39,9152,2417,2367,2615,1454,1509,958,385,12981,1278,1504,1919,1742,1338,2462,2572,301
2022-11-28,22311,22259,52,44,3791,971,724,1412,758,820,342,225,6683,890,725,941,663,656,1196,1259,219
2022-11-29,71460,71376,84,41,15500,4764,3499,4168,1766,2217,1259,515,19826,1956,1962,2869,2084,2099,2671,3930,335
2022-11-30,67390,67307,83,51,12284,3798,3025,3935,2219,2046,1290,517,18841,2187,2247,2841,2275,1866,3682,3808,491
2022-12-01,57055,57012,43,62,11027,3148,2562,3374,1842,1802,1125,458,15928,1723,1817,2390,1858,1560,2856,3184,377
2022-12-02,52970,52915,55,52,10482,2927,2405,3085,1617,1693,982,363,15025,1584,1683,2077,1671,1657,2592,2740,355
2022-12-03,52847,52792,55,48,10361,2754,2372,3105,1776,1667,918,473,14807,1577,1727,2266,1748,1614,2574,2727,348
2022-12-04,46544,46475,69,60,8523,2453,2327,2705,1703,1466,883,465,12847,1142,1614,1916,1824,1442,2373,2455,359
2022-12-05,23150,23070,80,39,3920,992,692,1406,818,774,419,249,7376,736,746,1014,657,746,1133,1175,233
2022-12-06,77582,77498,84,22,16368,4853,3759,4513,2020,2588,1330,639,22128,2021,2056,3166,2314,2469,2740,4214,363
2022-12-07,74692,74633,59,54,13742,3962,3312,4355,2551,2239,1446,648,21322,2183,2538,3117,2516,2249,3653,4164,672
2022-12-08,65231,65183,48,61,11973,3928,3078,3840,2264,1948,1235,576,18278,1855,2175,2825,2049,2037,2970,3592,579
2022-12-09,62710,62660,50,67,11842,3782,2782,3604,2076,1848,1272,522,17634,1747,1898,2854,2048,2000,2798,3407,573
2022-12-10,62719,62658,61,54,11682,3834,2795,3924,2043,1789,1238,548,17522,1787,2069,2726,1931,1963,2602,3757,477
2022-12-11,54293,54241,52,40,9595,3296,2281,3391,1893,1588,1215,511,14750,1338,1937,2252,2052,1680,2706,3255,515
2022-12-12,25653,25590,63,30,3907,1113,778,1542,953,768,518,206,8011,980,809,1154,720,984,1289,1475,396
2022-12-13,86819,86763,56,29,17688,6234,3949,5505,2339,2629,1781,770,24088,2210,2311,3578,2377,2761,2878,5304,385
2022-12-14,84546,84473,73,44,15170,5421,3700,5062,2869,2351,1925,628,23186,2534,2734,3702,2811,2748,3732,5171,774
2022-12-15,70139,70101,38,58,12826,4668,3087,4194,2325,2004,1521,587,19023,1975,2079,2953,2253,2321,3275,4400,637
2022-12-16,66930,66848,82,66,12392,4304,2869,4112,2266,2002,1428,496,18477,1857,2004,2946,2111,2202,2679,4144,590
2022-12-17,66904,66847,57,54,12395,4228,3078,4048,2105,1941,1403,598,18026,1811,2176,2820,2241,2314,2792,4303,600
2022-12-18,58833,58748,85,41,10636,3843,2722,3532,2076,1614,1352,524,15800,1420,1803,2492,2187,1890,2700,3597,605
2022-12-19,26608,26527,81,37,4190,1213,973,1549,846,801,565,223,8029,921,1042,1102,779,887,1370,1675,402
2022-12-20,87521,87448,73,56,18209,6560,3622,5618,1974,2643,1718,796,24622,1924,2301,3420,2304,3165,2747,5467,402
2022-12-21,88143,88074,69,56,15555,5497,3616,5294,2825,2365,2057,730,23731,2487,3041,3799,3163,3087,3901,6016,945
2022-12-22,75716,75643,73,61,13935,5136,3196,4211,2372,2179,1750,637,20919,1947,2294,3141,2555,2677,3299,4724,714
2022-12-23,68141,68046,95,62,12405,4731,2657,4317,1989,1984,1547,557,18793,1714,1936,2648,2283,2388,2832,4554,760
2022-12-24,66182,66116,66,69,12075,4741,2832,3764,1901,1821,1667,582,18568,1710,2021,2591,1896,1997,2933,4460,591
2022-12-25,58402,58338,64,45,10494,3986,2485,3637,1708,1704,1477,525,16431,1262,1826,2332,1856,1767,2576,3737,560
2022-12-26,25523,25456,67,42,3579,1213,844,1551,730,765,616,205,7737,878,781,1002,892,942,1358,1985,401
2022-12-27,87573,87507,66,48,18717,6825,3464,5698,1735,2562,1762,733,24356,1937,2163,3497,2186,3049,2731,5571,545
2022-12-28,87480,87424,56,69,15772,6141,3521,5097,2499,2346,2261,685,24113,2280,2756,3629,2525,2773,3882,6183,994
2022-12-29,71392,71320,72,75,13388,4833,2648,4363,1867,1993,1798,604,19647,1871,2372,2892,2086,2353,3207,4664,749
2022-12-30,65194,65125,69,68,11665,4804,2703,4154,1651,1810,1497,463,17938,1673,2007,2771,1964,2174,2864,4415,606
2022-12-31,63086,63019,67,61,11592,4502,2614,3976,1615,1745,1603,465,16793,1630,1864,2690,1799,2117,3006,4344,691
2023-01-01,57492,57384,108,63,9980,4062,2477,3629,1564,1654,1431,541,15633,1398,1572,2426,1900,1843,2785,3926,588
2023-01-02,22720,22684,36,53,3302,1175,593,1343,698,737,597,205,6660,705,886,968,691,886,1216,1548,480
2023-01-03,81027,80966,61,29,16955,6626,3062,5190,1477,2363,1615,645,22376,1719,2097,3312,2200,2778,2816,5152,603
2023-01-04,78540,78380,160,53,13907,5366,3150,4804,2282,2180,2182,623,20971,2103,2396,3347,2592,2498,3715,5370,1033
2023-01-05,64075,63887,188,64,11502,4482,2713,4078,1611,1726,1629,469,17053,1639,1928,2746,2065,2251,2930,4406,814
2023-01-06,56920,56666,254,73,10403,3952,2146,3534,1412,1653,1447,428,15399,1496,1649,2601,1876,1963,2617,3679,640
2023-01-07,53770,53552,218,60,9914,3653,2008,3381,1424,1519,1423,402,14468,1356,1531,2336,1749,1903,2401,3546,730
2023-01-08,46737,46606,131,33,7814,3036,2013,3071,1373,1272,1342,441,12292,1226,1442,2096,1824,1595,2285,3058,529
2023-01-09,19081,18971,110,35,2841,928,563,1182,581,625,387,157,5853,608,598,875,579,732,914,1275,359
2023-01-10,60019,59934,85,44,12133,4697,2398,3572,1120,1777,1327,516,16101,1389,1459,2717,1851,2145,2283,4030,488
2023-01-11,54315,54202,113,75,9527,3613,2376,3417,1587,1494,1414,383,14384,1609,1612,2241,1786,1827,2561,3798,668
2023-01-12,43919,43795,124,70,7940,2854,1892,2698,1139,1271,1136,322,11600,1207,1435,1913,1509,1465,2006,2973,540
2023-01-13,39700,39564,136,49,7192,2869,1722,2530,993,1138,936,305,10295,1140,1133,1685,1353,1385,1832,2666,504
2023-01-14,36676,36578,98,45,6640,2413,1539,2161,969,1038,936,288,9617,977,1012,1556,1228,1368,1691,2695,524
2023-01-15,32549,32448,101,36,5745,2150,1521,2005,871,913,913,230,8231,834,1025,1380,1210,1100,1720,2240,450
2023-01-16,14127,14065,62,34,2135,772,592,849,418,430,286,153,3989,508,477,599,500,492,696,952,264
2023-01-17,40169,40078,91,30,8542,2949,1675,2512,844,1173,916,330,10562,913,1031,1616,1166,1448,1610,2564,296
2023-01-18,36883,36807,76,42,6632,2414,1740,2265,1016,1019,916,256,9831,1009,1316,1446,1311,1083,1758,2382,475
2023-01-19,29800,29738,62,47,5495,1884,1355,1730,803,886,665,237,7937,827,933,1237,1097,967,1390,1946,396
2023-01-20,27375,27285,90,30,5004,1823,1267,1633,699,762,642,204,7100,729,894,1180,967,1085,1314,1717,340
2023-01-21,27637,27553,84,51,5158,1947,1306,1565,733,799,692,171,7141,683,902,1161,896,936,1368,1770,386
2023-01-22,16612,16545,67,24,2313,886,1028,936,647,467,458,159,4142,451,570,797,677,634,1052,1044,341
2023-01-23,9210,9156,54,26,1438,581,342,536,292,335,210,58,2350,303,319,276,378,391,514,664,209
2023-01-24,12247,12216,31,10,2125,793,520,644,299,402,289,98,3273,321,363,547,487,451,573,898,156
2023-01-25,19521,19494,27,25,3184,1379,1089,1209,460,618,494,204,5185,439,559,891,633,669,946,1291,263
2023-01-26,35071,35041,30,25,6810,2697,1415,2221,896,1019,820,286,9310,779,951,1447,1075,1170,1503,2378,291
2023-01-27,31695,31647,48,36,5081,2233,1599,1734,1082,891,834,245,7828,821,1050,1344,1241,1140,1865,2189,511
2023-01-28,23590,23549,41,29,4061,1639,1181,1144,761,614,693,186,5836,634,711,988,862,892,1347,1633,401
2023-01-29,18861,18824,37,29,2921,1224,1132,1145,669,500,565,156,4444,439,674,731,816,707,1146,1286,297
2023-01-30,7411,7389,22,30,919,409,322,537,258,201,195,62,1928,243,277,293,276,237,469,561,218
2023-01-31,19611,19582,29,24,3694,1609,927,1127,517,549,531,163,4730,490,609,843,733,667,875,1354,186
2023-02-01,20412,20384,28,41,3275,1519,1079,1126,626,571,531,136,4732,610,755,754,801,771,1231,1502,386
2023-02-02,16849,16807,42,36,2879,1201,916,934,501,444,443,107,4090,431,606,708,630,543,936,1217,251
2023-02-03,14951,14925,26,30,2548,1145,856,739,439,412,397,111,3566,419,485,515,575,557,828,1106,249
2023-02-04,14612,14572,40,22,2433,1050,791,748,405,372,418,78,3488,428,524,611,522,564,813,1156,206
2023-02-05,14004,13971,33,22,2296,996,862,819,468,353,408,118,3119,333,393,558,540,598,881,995,255
2023-02-06,5847,5827,20,16,814,336,294,300,214,151,111,42,1544,222,290,243,161,228,325,410,154
2023-02-07,16109,16080,29,10,3042,1396,851,785,453,431,459,110,3851,427,440,645,557,546,786,1169,148
2023-02-08,17920,17882,38,22,2897,1344,989,965,569,480,473,116,4249,551,664,741,582,709,959,1274,352
2023-02-09,14658,14645,13,34,2457,1128,820,784,464,332,436,113,3461,411,517,544,519,482,816,1102,267
2023-02-10,13497,13458,39,17,2366,1079,771,700,439,340,360,90,3127,337,408,557,478,495,721,1005,209
2023-02-11,12799,12775,24,16,2289,948,745,674,458,317,320,105,2840,362,416,482,442,457,726,984,226
2023-02-12,12038,12009,29,23,2125,861,595,637,444,253,333,88,2673,326,411,500,456,445,718,941,223
2023-02-13,5166,5150,16,11,741,303,388,241,199,128,136,34,1285,169,171,210,177,185,292,363,139
2023-02-14,14361,14335,26,11,2698,1186,784,806,394,385,341,133,3450,289,415,520,491,491,699,1134,133
2023-02-15,14948,14929,19,24,2568,978,843,739,493,351,388,127,3358,449,535,605,578,545,924,1176,281
2023-02-16,12511,12487,24,22,2278,913,683,582,354,290,328,87,2934,287,394,539,494,466,763,928,183
2023-02-17,11430,11406,24,27,2095,793,598,586,339,265,262,86,2762,269,335,424,444,431,682,835,216
2023-02-18,10714,10688,26,12,1976,726,544,567,320,282,263,72,2632,264,320,409,388,405,646,733,159
2023-02-19,10268,10245,23,12,1905,635,565,530,272,235,272,87,2487,236,299,442,439,426,627,654,150
2023-02-20,4316,4303,13,9,701,201,226,181,136,143,69,47,1192,128,196,146,123,145,241,294,137
2023-02-21,11867,11841,26,8,2500,868,565,562,279,316,238,95,3155,248,317,417,443,379,534,820,121
2023-02-22,13067,13035,32,14,2346,801,602,592,407,265,289,97,3299,282,450,550,526,460,869,956,270
2023-02-23,10839,10811,28,22,2115,599,509,614,333,241,210,90,2790,228,285,430,468,355,666,735,163
2023-02-24,10037,10012,25,20,1956,667,557,486,302,262,207,83,2485,244,255,397,417,291,629,617,172
2023-02-25,10050,10021,29,11,1920,613,502,474,262,280,236,79,2460,211,275,398,434,359,636,700,207
2023-02-26,9204,9187,17,6,1764,538,355,464,310,258,175,73,2356,165,284,376,402,378,568,550,179
2023-02-27,4016,4002,14,15,621,218,241,183,108,111,78,28,1063,133,139,157,148,163,227,277,115
2023-02-28,10807,10777,30,16,2324,733,507,590,265,290,200,59,2839,227,319,405,364,398,539,614,126
2023-03-01,12286,12262,24,11,2299,688,541,607,344,320,268,105,3199,282,393,511,446,427,755,836,257
2023-03-02,7547,7526,21,15,1194,428,339,347,237,192,165,59,2053,175,261,372,287,300,501,465,165
2023-03-03,10403,10383,20,11,2294,640,434,579,249,287,172,86,2714,217,298,389,391,373,494,621,159
2023-03-04,11241,11220,21,6,2212,629,505,505,313,299,199,80,3085,286,363,434,425,362,605,696,235
2023-03-05,9807,9792,15,5,2006,553,512,507,268,304,198,65,2606,181,247,384,382,296,482,630,179
2023-03-06,4293,4274,19,9,734,173,142,223,94,122,49,52,1296,119,229,182,125,142,231,235,132
2023-03-07,12272,12254,18,15,2741,702,499,626,296,360,191,113,3432,280,320,487,497,364,510,680,166
2023-03-08,12787,12775,12,12,2443,683,564,634,353,361,215,108,3468,314,463,520,524,370,772,698,290
2023-03-09,10881,10874,7,20,2128,576,468,642,318,316,178,99,2890,273,363,480,432,326,592,552,243
2023-03-10,10327,10317,10,12,2168,531,409,500,340,318,156,89,2728,283,329,409,427,336,563,520,216
2023-03-11,9999,9984,15,3,1976,465,417,499,284,303,162,109,2786,270,347,416,362,332,515,548,202
2023-03-12,9331,9318,13,7,1824,438,359,527,282,354,151,105,2418,241,293,381,428,315,532,456,222
2023-03-13,4196,4184,12,12,689,144,214,254,108,150,49,47,1284,132,138,145,136,130,240,196,132
2023-03-14,11397,11386,11,6,2396,540,516,646,267,423,172,127,3307,297,359,456,444,315,535,473,118
2023-03-15,11892,11871,21,10,2308,542,427,619,353,401,155,125,3351,388,469,434,450,340,638,584,294
2023-03-16,9928,9918,10,17,1976,437,386,525,268,323,148,86,2776,293,324,398,448,315,569,420,230
2023-03-17,9061,9050,11,7,1988,368,395,487,233,300,116,86,2490,226,326,355,347,278,480,423,158
2023-03-18,9246,9231,15,4,1923,354,387,471,285,325,110,109,2633,251,303,308,379,284,480,416,222
2023-03-19,8800,8788,12,3,1869,330,429,502,246,269,94,99,2453,198,290,347,367,270,419,401,212
2023-03-20,3924,3912,12,9,688,82,112,226,135,142,43,30,1203,122,193,145,198,100,236,128,133
2023-03-21,12009,11992,17,7,2836,410,535,715,282,480,119,152,3478,240,325,478,482,302,511,515,140
2023-03-22,13071,13048,23,9,2718,426,500,748,409,418,153,137,3842,374,501,479,526,308,725,533,269
2023-03-23,11395,11374,21,14,2463,422,399,624,353,391,118,121,3316,269,392,480,482,316,517,529,199
2023-03-24,10275,10261,14,10,2190,313,400,595,270,425,124,141,3041,259,342,388,458,269,479,376,197
2023-03-25,10446,10429,17,6,2266,346,369,578,287,394,85,113,3118,257,417,401,435,276,506,387,206
2023-03-26,9354,9333,21,3,2205,277,366,587,228,322,86,110,2670,183,336,322,410,264,421,391,166
2023-03-27,4199,4190,9,3,772,98,115,284,143,148,44,66,1320,127,236,140,135,94,193,154,125
2023-03-28,12122,12108,14,8,3113,396,445,721,294,446,94,161,3589,238,320,462,512,323,434,463,107
2023-03-29,13127,13112,15,14,2969,358,416,792,395,403,110,148,3802,346,526,545,611,389,589,498,223
2023-03-30,11028,11015,13,10,2732,310,371,754,326,384,110,120,3081,245,386,476,515,293,439,345,139
2023-03-31,10358,10340,18,10,2477,348,369,625,336,321,90,138,2965,262,359,435,429,324,411,336,124
2023-04-01,10515,10502,13,5,2521,280,376,686,339,343,113,113,2974,213,386,440,456,359,427,359,125
2023-04-02,9686,9668,18,4,2400,252,364,661,304,310,99,130,2738,198,296,396,443,291,363,274,156
2023-04-03,4348,4330,18,7,842,107,144,254,156,132,36,44,1385,133,183,154,170,160,181,150,109
2023-04-04,13363,13347,16,8,3584,432,411,822,403,469,122,174,3936,266,327,544,518,384,422,458,84
2023-04-05,14454,14444,10,7,3351,410,496,946,558,476,159,146,4151,380,534,596,562,469,567,456,192
2023-04-06,12071,12059,12,12,2879,326,373,776,427,379,91,125,3581,276,414,536,489,394,439,437,122
2023-04-07,10724,10707,17,9,2664,310,337,748,342,349,75,120,3057,275,333,485,445,360,371,312,137
2023-04-08,10360,10346,14,4,2584,265,319,699,335,278,91,111,3003,267,335,461,418,366,346,379,99
2023-04-09,9538,9524,14,2,2285,256,322,690,319,274,81,99,2807,221,233,410,377,361,347,326,125
2023-04-10,3995,3987,8,8,826,107,90,225,144,87,43,33,1274,147,190,149,140,166,159,124,87
2023-04-11,12436,12413,23,9,3485,378,377,836,321,333,79,134,3715,317,352,467,418,397,361,385,72
2023-04-12,13917,13908,9,14,3495,420,403,962,455,367,103,132,4128,414,388,596,491,476,483,436,168
2023-04-13,11589,11574,15,5,2815,358,340,789,338,350,111,96,3399,296,362,565,389,468,399,395,113
2023-04-14,11661,11646,15,5,3009,362,328,751,371,370,81,101,3480,288,330,511,438,378,366,377,115
2023-04-15,11674,11650,24,2,2918,326,354,743,429,334,82,116,3543,280,359,476,367,431,369,394,147
2023-04-16,10182,10160,22,4,2601,305,288,742,288,301,87,109,2975,195,304,448,369,379,327,343,110
2023-04-17,4936,4914,22,4,1055,125,99,312,196,139,42,53,1739,185,155,214,130,148,147,120,67
2023-04-18,15163,15144,19,10,4366,415,435,1071,387,471,124,159,4614,369,373,550,444,464,337,467,113
2023-04-19,16495,16461,34,6,4246,437,513,1083,562,489,138,148,4867,417,507,743,537,516,511,564,203
2023-04-20,14084,14062,22,9,3680,405,399,885,433,443,118,119,4162,420,415,588,431,453,470,485,169
2023-04-21,13588,13567,21,7,3478,384,442,838,426,421,115,122,3886,470,405,562,460,454,445,500,168
2023-04-22,13789,13761,28,5,3530,399,495,801,428,451,107,118,4041,426,434,520,425,464,449,523,168
2023-04-23,11821,11800,21,5,2958,368,334,820,354,350,98,112,3387,289,324,526,412,459,404,470,142
2023-04-24,5020,5000,20,8,1019,125,168,290,192,141,47,35,1595,203,200,233,119,175,198,167,103
2023-04-25,14809,14787,22,6,4145,486,429,1036,407,485,117,140,4385,325,355,566,391,468,391,572,100
2023-04-26,16378,16365,13,15,4217,535,429,1050,551,445,111,121,4801,443,541,632,462,596,592,626,222
2023-04-27,14272,14229,43,11,3721,486,396,967,410,372,132,96,4166,399,436,527,418,530,479,572,153
2023-04-28,13778,13757,21,10,3590,510,379,924,407,405,153,102,3905,361,385,559,393,518,452,560,166
2023-04-29,14807,14772,35,3,3661,598,453,1041,481,416,163,95,4281,321,429,543,471,531,434,700,179
2023-04-30,13610,13578,32,5,3341,523,395,983,396,435,159,96,3753,262,401,522,538,607,444,568,177
2023-05-01,5771,5748,23,8,1111,184,122,360,270,155,47,46,1952,197,265,217,142,223,156,172,136
2023-05-02,15729,15702,27,10,3963,712,480,1020,382,490,199,124,4787,349,392,636,482,539,388,665,106
2023-05-03,20190,20164,26,8,5132,759,464,1278,574,666,180,152,6023,457,600,818,589,740,597,875,270
2023-05-04,20139,20116,23,7,4925,775,586,1221,611,619,222,134,5889,549,590,783,659,746,667,901,257
2023-05-05,18738,18701,37,6,4645,777,517,1276,497,582,190,177,5458,487,528,851,576,639,614,710,198
2023-05-06,11787,11767,20,2,2381,471,370,790,342,298,176,69,3491,370,422,515,425,442,466,533,214
2023-05-07,14734,14708,26,6,3761,681,475,891,423,471,165,101,4284,299,306,616,536,538,397,629,146
2023-05-08,8154,8121,33,7,1641,268,246,534,339,227,93,56,2355,317,371,310,221,286,281,394,198
2023-05-09,21674,21640,34,14,5744,1055,591,1434,491,676,293,165,6171,529,515,845,684,685,565,1061,156
2023-05-10,23513,23470,43,21,5620,1022,675,1393,756,703,303,158,6722,729,717,837,795,817,818,1112,322
2023-05-11,20567,20535,32,11,4855,862,673,1279,602,591,326,175,5679,598,604,832,722,785,667,1077,222
2023-05-12,19983,19966,17,8,5128,930,638,1185,560,607,242,152,5636,536,544,705,633,650,604,944,280
2023-05-13,19341,19311,30,6,4573,958,639,1241,551,569,277,139,5410,575,596,718,578,660,596,952,292
2023-05-14,17382,17365,17,6,4181,785,619,962,549,537,262,129,4815,396,564,631,580,612,630,848,271
